"Step","Species","SimAbsDen","ExpAbsDen"
1,"PIJE",3.73333333333333,184
6,"PIJE",9.26666666666667,171
12,"PIJE",10.5333333333333,146
17,"PIJE",9.66666666666667,114
18,"PIJE",9.6,1
19,"PIJE",9.2,4
20,"PIJE",9.4,1
22,"PIJE",9.53333333333333,104
23,"PIJE",8.8,1
24,"PIJE",8.33333333333333,18
25,"PIJE",8.73333333333333,7
27,"PIJE",9.73333333333333,101
32,"PIJE",0,99
1,"PILA",1.69423022222222,93.6666666666667
6,"PILA",1.703931,37.5
7,"PILA",8.237034,180
8,"PILA",1.632654,80
9,"PILA",1.269842,23
10,"PILA",1.39077933333333,14
11,"PILA",1.269842,84
12,"PILA",1.17135333333333,7.5
13,"PILA",5.07997366666667,75.5
14,"PILA",1.632654,13
15,"PILA",1.632654,38
16,"PILA",1.57218533333333,121
17,"PILA",1.18919166666667,21.5
18,"PILA",7.229632,132
19,"PILA",7.40741133333333,9
20,"PILA",7.46666733333333,5
21,"PILA",3.73333433333333,58
22,"PILA",2.85432244444444,10.3333333333333
23,"PILA",7.22963333333333,84
24,"PILA",3.67037,3
25,"PILA",6.34074,205
26,"PILA",6.696302,20
27,"PILA",3.4074053,2.5
28,"PILA",0,74
30,"PILA",0,6
32,"PILA",0,2
1,"PIMO",0.945017333333334,37.5
5,"PIMO",8.583684,136
6,"PIMO",0.080624888888889,3.66666666666667
10,"PIMO",6.86694933333333,123
11,"PIMO",0.120937333333333,4.5
12,"PIMO",0,1
15,"PIMO",5.779684,115
16,"PIMO",1.92764242222222,3.33333333333333
17,"PIMO",2.68955633333334,1
18,"PIMO",6.00858193333333,1
19,"PIMO",6.35193066666667,197
20,"PIMO",7.21029533333333,6
21,"PIMO",0,3
23,"PIMO",0,1
24,"PIMO",0,214
29,"PIMO",0,230
1,"PIPO",7.28646,25
6,"PIPO",43.5978733333333,33
7,"PIPO",0,1
8,"PIPO",41.48148,18
9,"PIPO",39.36508,6
10,"PIPO",37.4905533333333,4
11,"PIPO",37.4905466666667,63
12,"PIPO",35.91836,991
13,"PIPO",36.28118,7
14,"PIPO",34.6485266666667,51
15,"PIPO",34.22524,551
16,"PIPO",33.2577466666667,65
17,"PIPO",32.4111933333333,5
21,"PIPO",0,33
22,"PIPO",0,4
26,"PIPO",0,4
28,"PIPO",0,1
1,"QUCH",0,77
6,"QUCH",0,40
10,"QUCH",0,1
11,"QUCH",0,59
12,"QUCH",0.0604686666666667,2
13,"QUCH",0.0604686666666667,3
14,"QUCH",0.120937333333333,2
15,"QUCH",0.120937333333333,2
16,"QUCH",0.181406,49
18,"QUCH",0.120937333333333,1
21,"QUCH",0,57
1,"QUKE",2.98407837777778,188
6,"QUKE",9.38193566666665,230.5
7,"QUKE",0.0592592666666667,61
8,"QUKE",17.47542,712
9,"QUKE",18.6847933333333,616
10,"QUKE",17.5963733333333,532
11,"QUKE",17.65684,794
12,"QUKE",9.29432999999998,262
13,"QUKE",8.43476296666668,247.5
14,"QUKE",18.0801146666667,266
15,"QUKE",16.6288613333333,405
16,"QUKE",17.9591733333333,738
17,"QUKE",9.14315999999998,221.5
18,"QUKE",6.7157442,286
19,"QUKE",0.0666666666666665,2
20,"QUKE",0,1
21,"QUKE",0,127
22,"QUKE",0.0666666666666667,36
23,"QUKE",0,41
24,"QUKE",0,1
25,"QUKE",0,1
26,"QUKE",0,5
27,"QUKE",0.166666666666666,60.5
28,"QUKE",0,37
29,"QUKE",0,8
32,"QUKE",0,127
