"Step","Species","SdlAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"QUKE",315,7.98186466666667,0,1.0269620907923e-31,"Sig","Sig"
6,"QUKE",278,18.5638713333333,0,1.08442933342592e-26,"Sig","Sig"
8,"QUKE",712,17.47542,0,2.72146491778275e-33,"Sig","Sig"
9,"QUKE",616,18.6847933333333,0,1.18723269825317e-32,"Sig","Sig"
10,"QUKE",532,17.5963733333333,0,2.07732565330437e-31,"Sig","Sig"
11,"QUKE",794,17.65684,0,1.54672418186106e-37,"Sig","Sig"
12,"QUKE",384,18.3219933333333,0,8.88157985996029e-33,"Sig","Sig"
13,"QUKE",445,16.8102666666667,0,5.30491242632271e-31,"Sig","Sig"
14,"QUKE",266,18.0801146666667,0,2.13098400012818e-27,"Sig","Sig"
15,"QUKE",405,16.6288613333333,0,5.21734872430985e-29,"Sig","Sig"
16,"QUKE",738,17.9591733333333,0,4.90814454982256e-33,"Sig","Sig"
17,"QUKE",267,18.0196533333333,0,2.35622456407185e-28,"Sig","Sig"
18,"QUKE",796,19.95464,0,4.46546344799225e-35,"Sig","Sig"
21,"QUKE",252,0,1,1,"NS","NS"
22,"QUKE",2,0,1,1,"NS","NS"
